# Populated places used to name carpool stops. GENERATED FILE — do not edit.
# Regenerate with scripts/generate-places.mjs (see that file for the source data).
#
# Source: GeoNames (https://www.geonames.org/), licensed CC BY 4.0.
# Norway: every populated place. Sweden: those within 150 km of Norway.
#
# One place per line: name|latitude|longitude
Storbugten, Balsfjord|69.431|19.0574
Storbråten, Eidsvoll|60.35|11.3667
Storesundet, Karmøy|59.3915|5.2735
Storås, Orkland|63.0959|9.5977
Storaker, Hyllestad|61.1833|5.0833
Storebø, Austevoll|60.0949|5.2271
Storå, Hadsel|68.4644|15.2585
Jågåsijdda, Narvik|68.0728|16.3897
Stople, Vindafjord|59.5667|5.8
Stonglandshals, Senja|69.054|17.0769
Stonglandseidet, Senja|69.0833|17.1833
Stongfjorden, Askvoll|61.4277|5.1674
Stongarvåg, Bømlo|59.8333|5.25
Stong, Askvoll|61.4333|5.15
Stølsvika, Arendal|58.4267|8.7728
Stolsmo, Orkland|63.0833|9.75
Støle, Etne|59.6667|5.9667
Støle, Kragerø|58.8167|9.3833
Støland, Frøya|63.7833|8.8
Stol, Karmøy|59.2333|5.2
Stokksund, Larvik|59|9.8167
Stokmarknes, Hadsel|68.5646|14.9108
Stokkland, Fauske|67.2871|15.1554
Stokken, Fitjar|59.9833|5.3167
Stokkebekken, Kinn|61.5333|5.1833
Stokkan, Heim|63.15|8.5667
Stokke, Gjemnes|62.9667|7.6833
Stokke, Stad|62.0667|5.4833
Stokke, Gjøvik|60.8833|10.6667
Stokke, Sandefjord|59.2225|10.3005
Stokkastranda, Karmøy|59.2406|5.3218
Stokkan, Inderøy|63.8833|11.1167
Stokkan, Trondheim|63.4|10.5167
Stokka, Vindafjord|59.4667|5.7667
Stokka, Stavanger|58.9648|5.6915
Stokka, Sandnes|58.8833|5.7167
Stodsbuøye, Folldal|62.0341|10.0146
Stod, Steinkjer|64.1201|11.7336
Stoan, Indre Fosen|63.6833|10.2667
Støa, Steinkjer|64.0136|11.7452
Støa, Tynset|62.5|10.4
Støa, Trysil|61.2561|12.8122
Stø, Øksnes|69.0189|15.1235
Stjørdalshalsen, Stjørdal|63.4681|10.9262
Stiklestad, Verdal|63.796|11.5588
Stikla, Indre Østfold|59.7333|11.3333
Stien, Meløy|66.8833|13.65
Stien, Rana|66.3|13.45
Stien, Rana|66.25|13.9833
Stiauren, Rana|66.3|13.45
Sti, Skien|59.2|9.4333
Stette, Ålesund|62.5333|6.6167
Sterten, Orkland|63.5056|9.7822
Sterkaby, Modum|59.9167|9.8333
Stengelsrud, Kongsberg|59.7|9.6
Stend, Bergen|60.2742|5.3331
Stemsrud, Grue|60.5|12.0833
Stemshaug, Aure|63.3267|8.7054
Stemland, Fauske|67.2864|15.1354
Steiro, Sortland|68.6684|15.3634
Steiro, Nesna|66.25|13.1
Steinvik, Austevoll|60|5.1333
Steintland, Kvinesdal|58.4333|7.0333
Steinsvik, Øksnes|68.8667|15.2833
Steinsvik, Bø|68.6167|14.5
Steinsvika, Volda|62.0027|5.854
Steinsund, Solund|61.066|4.8132
Steinstø, Kvam|60.4|6.2833
Steinsøynes, Smøla|63.3833|7.8
Steinsli, Østre Toten|60.75|10.7333
Nordre Steinsland, Tjeldsund|68.6178|16.5822
Steinsland, Hamarøy|68.02|15.3625
Steinsland, Modalen|60.9167|5.9833
Steinsland, Øygarden|60.1959|5.099
Steinsland, Hjelmeland|59.2167|6.2167
Steinsland, Lund|58.5167|6.3667
Steinshamn, Ålesund|62.7839|6.4707
Steinsgard, Nannestad|60.2833|11.1
Steinsetbygdi, Etnedal|61.0523|9.4544
Steinset, Øvre Eiker|59.8|9.8333
Steinsdalen, Gulen|60.9333|5.3167
Steinsby, Eidsvoll|60.3833|11.2
Steinsbø, Bømlo|59.8|5.1667
Steinnes, Stavanger|59.1667|5.8
Steinmo, Senja|69.3|18
Steinland, Øksnes|68.8522|15.1622
Steinkjer|64.0149|11.4954
Steinfjord, Senja|69.461|17.3534
Steinen, Sunnfjord|61.45|5.8167
Steine, Bø|68.616|14.4758
Inner-Steine, Vestvågøy|68.1184|13.7913
Steine, Leka|65.0833|11.5833
Steine, Nærøysund|64.75|11.3
Steine, Aurland|60.8667|7.3167
Steine, Gulen|60.85|5.1167
Steine, Kvam|60.3667|6.0833
Steine, Lund|58.45|6.3333
Steindalen, Kinn|61.5333|5.5
Steindal, Solund|61.0667|4.75
Steinberg, Drammen|59.7601|9.955
Steinberg, Lund|58.55|6.5
Steinaberg, Ullensvang|59.9333|6.6
Stein, Averøy|62.9667|7.4833
Steilene, Nesodden|59.8167|10.6
Steigen|67.9354|14.9804
Steia, Fjaler|61.35|5.4
Stefferud, Eidsvoll|60.5167|11.1667
Stedjan, Lindesnes|58.4333|7.5333
Stavseng, Dønna|66.1739|12.5448
Stavsberg, Hamar|60.8167|11.0667
Stavøyna, Kinn|61.55|5.1333
Stavik, Stranda|62.1333|7.0167
Stavern, Larvik|59|10.0333
Stavenesli, Vaksdal|60.4667|5.6667
Staven, Åfjord|63.9833|10.4
Stave, Andøy|69.2132|15.8577
Stave, Farsund|58.1167|6.6
Stavdal, Skien|59.1694|9.3872
Stavanger|58.9701|5.7333
Stavang, Kinn|61.5333|5.1833
Stausland, Kristiansand|58.0876|7.8374
Staup, Voss|60.6833|6.4667
Staubø, Arendal|58.5636|8.9831
Statland, Namsos|64.4955|11.1458
Stathelle, Bamble|59.05|9.6833
Stårheim, Stad|61.9188|5.7612
Stapnes, Eigersund|58.3833|6.05
Stanvik, Sel|61.7|9.5667
Stangneset, Senja|69.0206|17.1469
Stanghelle, Vaksdal|60.5522|5.7363
Stange|60.718|11.1942
Stange, Østre Toten|60.6333|10.9
Stangaland, Sandnes|58.849|5.7076
Stamsund, Vestvågøy|68.1301|13.8493
Stamnes, Meløy|66.7667|13.4667
Stamnes, Sortland|68.8|15.4833
Stamnes, Flatanger|64.5|10.8667
Stamnes, Vaksdal|60.6667|5.75
Stamnan, Rennebu|62.849|9.8561
Stavn, Flå|60.4276|9.3222
Stamland, Porsgrunn|59.0833|9.75
Stålvikbotn, Balsfjord|69.3|18.8667
Stallvika, Raarvihke - Røyrvik|64.6596|13.1921
Stakkvik, Karlsøy|69.9586|19.6853
Stakkeland, Kvinesdal|58.5167|6.9
Stakkastad, Tysvær|59.45|5.4
Stai, Stor-Elvdal|61.4959|11.0542
Stadheim, Vik|61.0667|6.6
Stabekk, Bærum|59.9084|10.6015
Stabbestad, Kragerø|58.8494|9.4013
Stabben, Balsfjord|69.3833|18.7333
Spydeberg, Indre Østfold|59.6171|11.0856
Sprova, Steinkjer|64.1292|11.3104
Søndre Spro, Nesodden|59.7577|10.5841
Sperillen, Heim|63.3333|9.2
Sporaland, Sandnes|58.85|5.8833
Sponvika, Halden|59.0927|11.2298
Spjutvik, Sortland|68.6299|15.5517
Spjotsodd, Kviteseid|59.3667|8.5333
Spjelkavik, Ålesund|62.4603|6.362
Spjeld, Øygarden|60.3906|5.0396
Spjær, Hvaler|59.0667|10.9
Spind, Farsund|58.1|6.9
Spillum, Namsos|64.4454|11.5213
Spildra, Kvænangen|70.0131|21.6431
Spildra, Meløy|66.8667|13.7333
Spildo, Voss|60.5833|6.6833
Spilding, Lindesnes|58.15|7.3667
Spilda, Øygarden|60.25|5.05
Spikkset, Sør-Odal|60.2333|11.6333
Spetalen, Kongsvinger|60.1833|11.9
Sperrebotn, Våler|59.45|10.8
Spekdalssætra, Rendalen|62.15|11.3
Sparbu, Steinkjer|63.919|11.4329
Spanne, Karmøy|59.3833|5.3333
Spangereid, Lindesnes|58.05|7.1
Søyland, Hå|58.6833|5.6
Søyland, Flekkefjord|58.3|6.6333
Søvik, Alstahaug|65.9237|12.438
Søvik, Sykkylven|62.45|6.75
Søvik, Bjørnafjorden|60.2161|5.3872
Søvik, Tysvær|59.4333|5.5167
Søvassli, Orkland|63.2333|9.4333
Soteland, Lindesnes|58.0667|7.5
Sotberg, Steinkjer|64.1167|11.45
Sørvika, Dønna|66.1|12.4833
Sørvik, Averøy|63.0333|7.6
Sør Vignes, Stavanger|59.15|5.7833
Sørvågen, Moskenes|67.8897|13.0164
Sørvåg, Tysvær|59.3853|5.4089
Sørvåg, Stavanger|59.1333|5.95
Sørvær, Bodø|67.405|13.899
Sørumsand, Lillestrøm|59.9862|11.2415
Sørum, Sør-Aurdal|60.6333|9.8667
Sørum, Gjerdrum|60.0667|11.0833
Sørum, Lillestrøm|60|11.2333
Sørum, Lier|59.7667|10.2833
Sørtveit, Skien|59.15|9.5333
Sortland|68.6957|15.405
Sortland, Vestvågøy|68.245|13.5954
Sørsylte, Vestnes|62.5333|7.1333
Sørstrøno, Bjørnafjorden|60.1667|5.3667
Sørstraumen, Sørreisa|69.1439|18.1429
Sørskår, Strand|59.128|6.0638
Sørskaget, Frøya|63.7|8.5167
Sørsjona, Rana|66.2667|13.55
Sørsdal, Lier|59.85|10.25
Sørsand, Øksnes|68.9167|14.85
Søros, Senja|69.3833|18.4
Sørnes, Vefsn|65.9667|12.8667
Sørmela, Andøy|68.9876|15.4473
Sørlia, Leirfjord|66.0833|12.7333
Sørli, Senja|69.2603|17.6169
Sørli, Eidsvoll|60.3667|11.35
Sørland, Værøy|67.6656|12.6978
Sørland, Stad|61.9|5.8
Sørkvingo, Masfjorden|60.7333|5.4
Sorknes, Grue|60.534|12.0509
Sørkil, Hamarøy|68.1364|15.8994
Sørgjer, Osen|64.2833|10.4167
Sør-Huglo, Stord|59.8332|5.5722
Sørhorsfjord, Bindal|65.1049|11.994
Sørheim, Kvam|60.35|6.2
Sørgulen, Bremanger|61.7|5.1
Sør Geita, Orkland|63.4333|9.9833
Sørgard, Åfjord|64.0167|9.9167
Sørgard, Tynset|62.1167|10.8333
Sørfossbogen, Sørreisa|69.0959|18.1923
Sørfjordmo, Sørfold|67.577|15.8863
Sørfjorden, Sortland|68.7031|15.7014
Søreng, Målselv|69.2|18.5167
Sørelvmo, Målselv|69.2667|18.7
Sør-Eitran, Nærøysund|64.9589|11.6707
Søreidet, Karlsøy|69.9|19.2833
Sør-Eidem, Åfjord|63.9167|10.0333
Søreide, Høyanger|61.0967|5.8797
Søreide, Bergen|60.3152|5.2712
Søreide, Austevoll|60.0608|5.2522
Søreid, Tysnes|59.9814|5.4978
Sørfugløy, Gildeskål|67.056|13.7789
Sørdal, Hamarøy|68.0717|15.3453
Sordal, Bygland|58.9846|7.6016
Sørburøy, Frøya|63.9753|9.0594
Sørbråten|60.0333|10.8167
Brandal, Vanylven|62.1667|5.5667
Sør Botnen, Bremanger|61.7218|4.9771
Sørbø, Hyllestad|61.2333|5.1667
Sørbø, Stavanger|59.15|5.65
Sør Bjørøy, Øygarden|60.3|5.1667
Sørbakken, Eidsvoll|60.5333|11.15
Søråa, Nærøysund|64.8797|11.4234
Sønsterud, Åsnes|60.6616|12.0694
Sønsteby, Vestre Toten|60.5667|10.5667
Sønstebø, Nore og Uvdal|60.3|8.5667
Sønstebø, Midt-Telemark|59.4333|9.0333
Sønnå, Sauda|59.65|6.3667
Songvik, Kristiansand|58.0833|7.8333
Songstad, Bergen|60.4167|5.55
Songnes, Nord-Odal|60.35|11.5833
Songe, Tvedestrand|58.6854|9.0044
Songe, Froland|58.5167|8.6333
Søndeled, Risør|58.7609|9.0749
Son, Vestby|59.5231|10.6859
Sømnes, Sømna|65.3667|12.1667
Sømna|65.3167|12.1667
Sommernes, Steigen|67.7167|15.1667
Sommarset, Hadsel|68.4833|15.2667
Sommarset, Lødingen|68.45|15.4833
Sommerset, Sørfold|67.5483|15.6639
Sommarsel, Hamarøy|68.1644|15.7053
Sommarøy, Tromsø|69.6336|18.0073
Sommarøy, Øksnes|68.9055|15.0629
Soma, Sandnes|58.8672|5.6905
Solvorn, Luster|61.3013|7.2475
Solverud, Midt-Telemark|59.4333|9.1333
Solvang, Modalen|60.85|5.9833
Solum, Sortland|68.7|14.9333
Solum, Skien|59.1167|9.4167
Sollsvika, Øygarden|60.4361|4.9664
Solstad, Balsfjord|69.45|18.5
Solset, Sørreisa|69.15|18.1833
Solsem, Leka|65.0667|11.55
Soløy, Lavangen|68.7746|17.8009
Soløy, Beiarn|67.0193|14.5652
Solom, Sigdal|59.9667|9.7833
Solvik, Fauske|67.2214|15.5895
Sollimoen, Stor-Elvdal|61.7833|10.5
Sollihøgda, Hole|59.9641|10.3452
Sollia, Tingvoll|62.9256|8.2283
Sollibakken, Kinn|61.95|5.4667
Sollia, Indre Fosen|63.7667|10.6333
Sollia, Stor-Elvdal|61.7808|10.3999
Solli, Senja|69.2|17.7964
Solli, Drangedal|59.15|8.7333
Solheim, Bergen|60.3719|5.3361
Solheim, Karlsøy|70.0333|19.0833
Solheim, Tromsø|69.7333|19.1333
Solheim, Kinn|61.65|5.4667
Solheim, Gloppen|61.6319|5.7173
Solheim, Kinn|61.6|5.1167
Solheim, Elverum|61|11.7833
Solheim, Masfjorden|60.8881|5.4717
Solgjem, Sel|61.75|9.5667
Solfonn, Ullensvang|59.9|6.6333
Solfjellsjøen, Dønna|66.1167|12.4833
Solesnes, Ullensvang|60.3|6.2833
Solem, Indre Fosen|63.6147|10.0112
Solem, Orkland|63.4947|9.7288
Solem, Selbu|63.25|10.9167
Solem, Aure|63.2|8.2
Solbu, Orkland|63.2156|9.7935
Solbergfoss, Indre Østfold|59.6333|11.2
Solbergelva, Drammen|59.7634|10.0787
Sølberget, Orkland|63.2778|9.7157
Solberg, Midtre Gauldal|62.9333|10.2333
Sølvberg, Stryn|61.8383|6.4617
Solberg, Skien|59.3|9.3667
Solberg, Sandefjord|59.15|10.15
Solberg, Drangedal|59.1|9.1
Solberg, Tvedestrand|58.6167|8.8667
Solbakken, Sørreisa|69.05|17.9667
Solbakken, Steinkjer|63.8833|10.8667
Solbakk, Strand|59.0336|5.9445
Solås, Kristiansand|58.2833|7.6167
Soland, Sauda|59.5833|6.3
Soland, Suldal|59.4167|6.0833
Sola|58.8885|5.6528
Soksenvik vestre, Saltdal|67.1095|15.4568
Soknes, Midtre Gauldal|63.0333|10.2833
Soknedal, Midtre Gauldal|62.951|10.1881
Sokndal|58.3333|6.3
Sokna, Ringerike|60.2388|9.9281
Søgne, Kristiansand|58.0933|7.7829
Sogndalsfjøra, Sogndal|61.2257|7.1018
Sogn, Jevnaker|60.3|10.4167
Sogge, Rauma|62.5333|7.7333
Søfting, Vefsn|65.9082|13.1723
Søfstad, Averøy|63.0333|7.55
Søberg, Bø|68.6668|14.4202
Snøton, Orkland|63.1833|9.9
Snorteland, Karmøy|59.2333|5.3333
Snillfjord, Orkland|63.3959|9.5049
Snik, Karmøy|59.35|5.3167
Snig, Lindesnes|58.0535|7.2707
Snerta, Engerdal|61.7001|11.7275
Snekvik, Hitra|63.5|8.3667
Snekkevik, Øygarden|60.3482|5.1549
Sneiselii, Tinn|59.8|8.3167
Sneisa, Lødingen|68.3833|15.7333
Snåase, Snåase - Snåsa|64.2457|12.3778
Snarum, Modum|60.0333|9.8833
Snartemo, Hægebostad|58.3331|7.2125
Snarset, Bø|68.626|14.6054
Smørsgård, Sørreisa|69.1471|18.0563
Smørklepp, Vinje|59.6421|7.8007
Smørgrav, Øvre Eiker|59.7333|9.8833
Smørdal, Stad|61.95|5.9333
Smørås, Bergen|60.2833|5.3667
Smolan, Steinkjer|63.9|11.4333
Smokstad, Larvik|59.3667|9.9333
Småge, Hitra|63.6|8.6333
Smines, Øksnes|68.8667|14.9833
Smilden, Hyllestad|61.2167|5.2333
Smidesang, Ringebu|61.4167|10.2333
Smestad, Oslo|59.9333|10.6667
Smestad, Lillehammer|61.1348|10.45
Smestad, Bærum|59.9333|10.4333
Smerud, Våler|60.65|11.7833
Smedvika, Vestvågøy|68.2926|13.9997
Smedstua, Ringsaker|60.7833|10.75
Smedshammer, Gran|60.4667|10.4833
Smedodden, Kviteseid|59.3667|8.5
Smedland, Åmli|58.9333|8.2
Smedland, Åseral|58.6667|7.45
Smedheim, Tynset|62.2167|10.65
Smedhaugen, Rennebu|62.7167|10.0333
Småskogan, Lurøy|66.4833|13.1333
Smalåsen, Namsskogan|65.0787|13.3177
Småland, Frosta|63.5976|10.7054
Smågardan, Åseral|58.5333|7.45
Slyngstad, Ålesund|62.5435|6.5228
Slydalen, Vestvågøy|68.2167|13.8
Sluppen, Heim|63.2333|9.35
Slinda, Sogndal|61.1667|6.9167
Slevik, Fredrikstad|59.1961|10.8247
Sleveland, Eigersund|58.5|6.05
Slettvik, Orkland|63.5833|9.5333
Sletto, Hemsedal|60.95|8.4
Slettmoen, Sel|61.7333|9.1667
Sletteng, Vestvågøy|68.2667|13.85
Sletta, Aure|63.2333|8.5
Slettelandstølen, Fjaler|61.3167|5.5667
Slettebø, Bjerkreim|58.6167|6.0167
Sletta, Tromsø|69.7|18.9
Sletta, Balsfjord|69.344|19.17
Sletten, Rana|66.3|13.95
Sletta, Ørland|63.6667|9.4333
Sletta, Bergen|60.2801|5.2141
Slemmestad, Asker|59.7807|10.497
Slemdal, Oslo|59.95|10.7
Sleire, Masfjorden|60.8833|5.2333
Sleipnes, Rødøy|66.7333|13.2667
Slåttvik, Steigen|67.6853|15.2516
Slattum, Nannestad|60.1833|11
Slattum, Nittedal|60.0073|10.9168
Slåttsven, Ringsaker|60.75|11.0167
Slåtto, Hol|60.5167|8.1333
Slåttnes, Tromsø|69.5821|18.7907
Slåttnes, Hadsel|68.6661|14.9751
Slåttevik, Tysvær|59.3137|5.4642
Slåtten, Sortland|68.65|15.6333
Slåtten, Sunnfjord|61.5|5.9833
Slåstad, Sør-Odal|60.2817|11.7708
Slangsvoll, Råde|59.3667|10.95
Slangen, Nord-Fron|61.4667|9.3667
Skytta, Nittedal|59.9968|10.9123
Skyer, Skien|59.2|9.6833
Skutvika, Hamarøy|68.0154|15.3319
Skutle, Voss|60.6167|6.5
Skutevik, Kvam|60.3|6.1667
Skurtveit, Alver|60.5708|5.0409
Skulstad, Bergen|60.4333|5.65
Skulsfjord, Tromsø|69.802|18.769
Skullgammen, Tromsø|69.7833|19.1
Skullbru, Vestvågøy|68.1707|13.6225
Skulerud, Aurskog-Høland|59.6737|11.5467
Skukkelvik, Vestvågøy|68.2|14
Skui, Bærum|59.9275|10.4475
Skudeneshavn, Karmøy|59.1495|5.2591
Skudalen, Sunnfjord|61.3333|5.8667
Skrukkerud, Ringsaker|61.0333|10.5333
Skrøvset, Surnadal|63.0333|8.3667
Skrollsvika, Senja|69.0641|16.8149
Skrikarvollen, Sør-Aurdal|60.7333|9.4333
Skretting, Hå|58.6167|5.6833
Skretteberg, Modum|60|9.8833
Skreppen, Modum|59.8833|9.9167
Skreppa, Vestre Toten|60.5833|10.5667
Skreia, Østre Toten|60.6526|10.9356
Skreeros, Birkenes|58.4667|8.1333
Skredsvik, Modum|59.9167|9.95
Skredosen, Kviteseid|59.3514|8.1444
Skredland, Bygland|58.8667|7.8167
Skredå, Sirdal|58.8167|6.7167
Skred, Tysvær|59.4167|5.3667
Skranstad, Steigen|67.9333|15.45
Skramstad, Åmot|61.1333|11.3
Skråmestøi, Askøy|60.5339|4.9974
Skotterud, Eidskog|59.9828|12.1282
Skotten, Hustadvika|63|7.2167
Skotsætet, Tromsø|69.7695|19.7073
Øver Skotnes, Vestvågøy|68.0948|13.5521
Skotnes, Askøy|60.4833|5.0833
Skotfoss, Skien|59.2151|9.5245
Skote, Bjørnafjorden|60.1644|5.5939
Skotbu, Nordre Follo|59.659|10.9475
Skårvik, Salangen|68.8921|17.8021
Skårvangen, Vågå|61.9287|8.9512
Skorstad, Namsos|64.5667|11.1667
Skorpa, Kinn|61.5833|4.8167
Skorovatn, Namsskogan|64.6439|13.1135
Skoro, Hol|60.6667|8.0167
Skorilla, Orkland|63.3833|9.3833
Skori, Kvinnherad|60.0833|5.9167
Skori, Seljord|59.65|8.35
Skorhaug, Stad|61.9167|5.95
Skorga, Vestnes|62.5833|7.1167
Skora, Trysil|61.5|12.5167
Skor, Eidfjord|60.5|7.0167
Skår, Austevoll|60.1392|5.1491
Skor, Hjelmeland|59.2485|6.0794
Skopteland, Lindesnes|58.1|7.35
Skoppum, Horten|59.3861|10.4108
Skonseng, Rana|66.3561|14.3381
Skomsvoll, Namsos|64.5148|11.2836
Skoltenes, Øksnes|68.8|14.9333
Skoland, Lyngdal|58.1833|7.0667
Skogvoll, Andøy|69.1667|15.8
Skogvik, Molde|62.6667|7.25
Skogstad, Nord-Fron|61.5|9.3833
Skogsheim, Lurøy|66.3667|13.0667
Skogshamn, Dyrøy|69.084|17.5057
Skogsfjord, Karlsøy|70.0328|19.0887
Østre Skogsfjord, Lindesnes|58.0453|7.4485
Skogn, Levanger|63.7037|11.1926
Skogn, Levanger|63.6333|11.2167
Skogmo, Overhalla|64.5084|12.0129
Skogli, Aure|63.1833|8.4333
Skoger, Drammen|59.7133|10.2536
Skogeng, Balsfjord|69.3|18.95
Skogen, Senja|69.2333|18.0667
Skogen, Bamble|59.0333|9.5333
Skogbygde, Vågå|61.9001|9.0216
Skog, Nesna|66.25|13.1667
Skog, Holmestrand|59.6|10.15
Skøelva, Sørreisa|69.1333|18.0667
Skodje, Ålesund|62.5047|6.6932
Skjulestad, Arendal|58.55|8.8
Skjøtskiftflåtten, Orkland|63.15|9.7167
Skjøtskift, Orkland|63.15|9.7167
Skjomnes, Narvik|68.3986|17.2665
Skjølstad, Stjørdal|63.5167|11.1167
Skjolden, Luster|61.491|7.6001
Skjoldhamn, Andøy|68.8804|15.4952
Skjolde, Andøy|68.8833|15.5167
Skjoldastraumen, Tysvær|59.4321|5.6137
Skjold, Målselv|69.0244|19.2961
Skjold, Øygarden|60.6136|4.8244
Skjold, Vindafjord|59.5027|5.5869
Skjølå, Eidskog|59.8833|11.85
Skjevik, Steinkjer|64.0333|11.3167
Skjeveland, Bjerkreim|58.6667|6.0833
Skjervøy, Osen|64.3|10.3167
Skjervo, Luster|61.3167|7.1667
Skjervik, Holmestrand|59.5525|10.2348
Skjerve, Rennebu|62.8466|9.8908
Skjerstad, Bodø|67.2341|15.0153
Skjerpi, Aurland|60.8667|6.8
Skjern, Åfjord|64.0216|10.5222
Kjerbusdalen, Hitra|63.6667|9.0833
Skjerberget, Trysil|61.0833|12.4667
Skjelvik, Gildeskål|67.05|14.2333
Skjelvik, Ullensvang|60.1667|6.5833
Skjelvåg, Inderøy|63.9667|11.3333
Skjeltne, Ålesund|62.6|6.2833
Skjelsvika, Porsgrunn|59.0982|9.69
Skjelsviksjøen, Bindal|65.1809|12.2655
Skjelstad, Steinkjer|63.9167|10.9333
Skjelnes, Tromsø|69.55|19.7333
Skjelnes, Narvik|68.5|17.8167
Skjelnes, Kvinnherad|60.0833|5.9833
Skjelle, Skiptvet|59.4833|11.1667
Skjelldal, Voss|60.6|6.1833
Skjeldbreia, Lierne|64.4925|13.4101
Skjeljanger, Øygarden|60.35|4.9667
Skjelfoss, Vestby|59.5667|10.8333
Skjelfjordeid, Øksnes|68.7667|15
Skjelfjord, Flakstad|68.05|13.2667
Skjeldestad, Sogndal|61.2333|7.0667
Skjelbreid, Drangedal|59.0167|9.2
Skjelbostad, Rauma|62.5|7.55
Skjeipstad, Lindesnes|58.0333|7.4167
Skjeggestad, Lund|58.4833|6.5
Skjeggedal, Ullensvang|60.1333|6.6333
Skjeggedal, Åmli|58.75|8.1333
Skjeberg, Sarpsborg|59.2115|11.1903
Skjatvet, Lillestrøm|59.8667|11.2833
Skjåstad, Levanger|63.6333|11.3
Skjånes, Rana|66.2667|14
Skjæveland, Klepp|58.8167|5.6333
Skjærhalden, Hvaler|59.0253|11.0368
Skitnadal, Karmøy|59.1667|5.3167
Skittenelv, Tromsø|69.7767|19.397
Skirstad, Gran|60.35|10.45
Skippervik, Åfjord|64.0167|10.0167
Skipparvik, Ullensvang|60.2333|6.2
Skipnes, Aure|63.3833|8.5833
Skiple, Voss|60.6833|6.6833
Skjelnan, Tromsø|69.7|19.0833
Skilvassbakk, Hamarøy|68.0847|15.8891
Skilbreid, Sunnfjord|61.3833|5.8167
Skiftenes, Grimstad|58.4|8.5167
Skifjorden, Vestvågøy|68.15|13.7833
Skien|59.2096|9.609
Skibbåtsvær, Herøy|66.1167|12.0333
Ski, Nordre Follo|59.7195|10.8358
Skeivstad, Nesna|66.25|12.8833
Skeie, Kvinnherad|59.9667|6.0333
Skeie, Sirdal|58.8|6.7667
Skeie, Hægebostad|58.4667|7.2333
Skeid, Dønna|66.1333|12.5167
Skavdalen, Ørland|63.745|9.8138
Skavdalen, Gjøvik|60.8833|10.5833
Skauo, Alver|60.7|5.2833
Skaun|63.2515|10.0524
Skau, Bodø|67.3865|14.636
Skau, Indre Fosen|63.6333|10.1167
Skatvik, Senja|69.1618|17.602
Skattøyra, Karlsøy|69.9833|19.6667
Skåtøy, Kragerø|58.85|9.5167
Skattøra, Tromsø|69.6956|19.011
Skasenden, Grue|60.4293|12.2642
Skarvatun, Kvinnherad|60|5.8667
Skårvågen, Bø|68.6818|14.4108
Skartlibygda, Nordre Land|61.0275|10.079
Skardsvåg, Frøya|63.6833|8.6833
Skarstein, Andøy|69.2481|16.129
Skarstein, Stryn|61.85|6.8
Skarstein, Bremanger|61.8167|5.0833
Skarstein, Farsund|58.0734|6.9764
Skarstad, Narvik|68.3684|16.2843
Skarsgård, Ål|60.6833|8.2833
Skarprud, Kviteseid|59.3833|8.4667
Skarpeid, Kristiansand|58.0712|7.7005
Skarnes, Sør-Odal|60.2539|11.6849
Skari, Gran|60.45|10.4667
Skarestad, Sogndal|61.4333|6.7833
Skårer, Lillestrøm|59.95|11.1667
Skare, Ullensvang|59.9333|6.6
Skre, Karmøy|59.4112|5.3677
Skare, Arendal|58.4867|8.9033
Skardsvåg, Senja|69.4664|18.0126
Skardmunken, Tromsø|69.6167|19.6167
Skardet, Bergen|60.3333|5.2
Inner-Skarberget, Narvik|68.2165|16.2438
Skard, Dønna|66.0333|12.3667
Skarbo, Kragerø|58.9054|9.4033
Skarberget, Narvik|68.2314|16.2396
Skårå, Våler|60.7167|11.8833
Skara, Grue|60.4|12.0167
Skantebygda, Rakkestad|59.3962|11.241
Skanshagen, Elverum|60.8333|11.6
Skansemyren, Bergen|60.3917|5.3521
Skånland, Steigen|67.9018|15.0774
Skånevik, Etne|59.7329|5.9376
Skammestein, Øystre Slidre|61.1981|8.9819
Skamdal, Rana|66.2333|13.9167
Skålvik, Øygarden|60.342|4.9968
Skålvær, Alstahaug|65.8667|12.1833
Skålsvik, Gildeskål|67.0866|14.3119
Skalmerås, Indre Fosen|63.6958|10.2774
Skalle, Molde|62.8|7.6833
Skålevika, Bergen|60.3944|5.2339
Skåle, Lierne|64.1638|13.8749
Skålbunes, Bodø|67.25|14.7333
Skålbrekka, Bø|68.7167|14.5667
Skålbø, Tinn|60.1333|8.6333
Skaland, Senja|69.4446|17.2983
Skåland, Lund|58.4167|6.55
Skagnes, Ringerike|60.4833|10.0667
Skagestad, Lindesnes|58.0667|7.5667
Skagan, Bø|68.6099|14.4479
Skagen, Hadsel|68.583|15.0376
Skage, Overhalla|64.4675|11.7564
Skaga, Dønna|66.0839|12.366
Skaftnes, Vestvågøy|68.1|13.7333
Skaftå, Osterøy|60.45|5.6167
Skafså, Tokke|59.4|8.0167
Skaflestad, Sunnfjord|61.5667|5.9
Skadeland, Sigdal|60.25|9.35
Skadberg, Eigersund|58.45|5.9167
Skadberg, Lindesnes|58.0667|7.45
Skadal, Fjaler|61.35|5.45
Skåbu, Nord-Fron|61.5296|9.4163
Skabberud, Stange|60.5833|11.2833
Sjusjøen, Ringsaker|61.153|10.6918
Sjursvika, Indre Fosen|63.622|9.8175
Sjursnes, Tromsø|69.5382|19.639
Sjursmoen, Melhus|63.1|10.2
Sjurseikje, Vindafjord|59.55|5.7
Sjurdnes, Tromsø|69.6833|18.75
