# Populated places used to name carpool stops. GENERATED FILE — do not edit.
# Regenerate with scripts/generate-places.mjs (see that file for the source data).
#
# Source: GeoNames (https://www.geonames.org/), licensed CC BY 4.0.
# Norway: every populated place. Sweden: those within 150 km of Norway.
#
# One place per line: name|latitude|longitude
Restad, Kungälvs|57.9|11.75
Resö, Tanums|58.8|11.1667
Resbol, Grums|59.4833|12.8667
Rensvist, Vårgårda|58.0667|12.7333
Rensved, Östersunds|62.95|14.9667
Renstad, Kils|59.6167|13.0667
Rensjönäset, Sollefteå|63.4667|16.2
Rensjön, Kiruna|68.0688|19.8309
Rensjön, Sollefteå|63.4667|16.1667
Renmyrkullen, Strömsunds|64.0167|15.9333
Renålandet, Strömsunds|63.9833|15.2667
Remvallen, Älvdalens|61.5831|13.2167
Remmet, Härjedalens|62.1167|14.1667
Remmenedal, Herrljunga|58.0667|12.9167
Remmen, Härjedalens|62.0167|14.7167
Remjäng, Eda|59.7|12.0667
Remdalen, Vilhelmina|65.25|14.5167
Rembacka, Vilhelmina|64.6|16.4
Rekansjö, Vilhelmina|64.8167|16.0833
Rovvidievvá, Kiruna|68.2424|18.4752
Rävvåla, Ludvika|60.15|14.9667
Rävsnäs, Töreboda|58.7667|14.05
Rävsal, Kungälvs|57.9|11.9667
Rävmarken, Dals-Ed|59.0333|11.8333
Rävlanda, Härryda|57.6534|12.4979
Rävike, Ulricehamns|57.9333|13.3667
Ravelstorp, Falköpings|58.1667|13.4333
Rautas, Kiruna|67.9917|19.9045
Raukasjö, Strömsunds|64.9333|14.55
Raukaselet, Strömsunds|64.9|14.6
Rättvik, Rättviks|60.8863|15.1179
Rattsjöberget, Torsby|60.3667|12.9167
Rattik, Arjeplogs|66.0679|17.8638
Råtorp, Karlstads|59.402|13.4914
Rätansbyn, Bergs|62.4833|14.5333
Rätan, Bergs|62.4667|14.55
Råtakan, Säffle|59.4|12.5
Råstad, Mariestads|58.55|13.8667
Råssön, Orust|58.1|11.7333
Råskog, Vänersborgs|58.55|12.3
Råsele, Vilhelmina|64.4167|16.8167
Raröd, Stenungsunds|57.9833|11.8667
Rantorp|57.5667|12.0833
Ranstad, Falköpings|58.2833|13.7167
Ransjö, Härjedalens|62.2|13.8667
Ransibodarna, Älvdalens|61.45|13.3167
Ransbysäter, Sunne|60.0333|13.2167
Ransby, Torsby|60.6833|12.9333
Ransby, Sunne|60.0333|13.1167
Ransberg, Munkfors|59.7831|13.4
Ransäterstorp, Munkfors|59.75|13.4333
Ransäter, Munkfors|59.7667|13.4333
Ransarluspen, Vilhelmina|65.1667|15.0667
Rännelanda, Färgelanda|58.7|12
Ranneberg, Ale|57.9451|12.2806
Ranneberg, Kungälvs|57.85|11.7667
Ränne, Alingsås|58.1333|12.6667
Rännberg, Åre|63.3833|12.7667
Rannåsen, Östersunds|63.1833|14.75
Ränkesed, Arvika|59.6833|12.3667
Ranglebyn, Säffle|59.2167|12.6833
Randviken, Karlstads|59.3667|13.3
Randsundet, Härjedalens|62.3|13.0833
Randstorp, Töreboda|58.6333|14.0833
Rändingsvallen, Härjedalens|62.2833|12.8333
Randijaur, Jokkmokks|66.75|19.2833
Rånddalen, Härjedalens|62.25|13.3333
Ranasfäbodarna, Sollefteå|63.5333|16.5667
Ramstorp, Ale|58|12.1667
Ramsö|58.8333|11.0667
Ramsjö, Bräcke|62.9667|15.7667
Ramsele, Sollefteå|63.5395|16.4679
Ramsdalen, Stenungsunds|57.9667|11.9667
Ramsbyn, Bengtsfors|59.1831|12
Rämne, Dals-Ed|59|12.1
Ramna, Sollefteå|63.4333|16.5333
Rämmen, Filipstads|60.0333|14.1333
Rämma, Älvdalens|61.2|13.9167
Ramdalen, Bengtsfors|58.8833|12.35
Rältlindor, Leksands|60.6508|14.9791
Rälta, Leksands|60.6358|15.0174
Rällsjöbo, Leksands|60.7667|15.2833
Rållsbyn, Säffle|59.2167|12.5833
Rålanda, Orust|58.1497|11.5331
Rakkosjön, Sorsele|65.6667|16.75
Rakåsa, Herrljunga|58.1|12.9333
Räka, Ovanåkers|61.4|15.4667
Rajastrand, Dorotea|64.6167|15.4667
Ragvaldstjärn, Sunne|59.9333|12.8
Rågsveden, Vansbro|60.4833|14.0833
Ragnilsrud, Arvika|59.7|12.7667
Ragnerud, Arvika|59.6831|12.7667
Råglanda, Kils|59.5667|13.25
Råglanda, Storfors|59.5|14.3
Råglanda, Säffle|59.0833|13.0167
Rågårdsvik|58.2|11.45
Raftsjöhöjden, Strömsunds|63.6167|15
Raftälven, Krokoms|63.6|14.7833
Rådviken, Bengtsfors|59.0667|12.3831
Rådom, Torsby|60.1833|12.9
Rådom, Sunne|59.8167|13.2167
Radnejaur, Arjeplogs|65.9833|18.2
Rådetorp, Karlstads|59.5333|13.75
Rådetorp, Storfors|59.4333|14.3333
Rådene, Skövde|58.3333|13.7667
Radbyn, Mariestads|58.7|13.8
Rädbjörka, Mora|61.1667|14.5
Rådanefors, Färgelanda|58.5333|12.0833
Rådane, Arvika|59.6833|12.3833
Råda, Hagfors|60.15|13.4167
Råda, Hagfors|60|13.6
Råda, Lidköpings|58.5|13.1
Råda, Härryda|57.6667|12.1
Racksund, Arjeplogs|66.0456|17.6252
Rackstad, Arvika|59.7|12.65
Räcksjön, Östersunds|63.0833|14.4667
Rackeby, Lidköpings|58.5667|13.0333
Råby, Sunne|60.0167|13.0833
Rabbalshede, Tanums|58.6104|11.474
Råbäck, Degerfors|59|14.35
Råbäck, Götene|58.6114|13.3717
Råane, Uddevalla|58.3|11.9833
Putten, Bergs|62.7833|13.05
Pulsängen, Töreboda|58.55|14.1333
Puketorp, Partille|57.7167|12.0833
Prinsbacken, Härjedalens|62.3|14.8
Prästmossa, Härryda|57.6833|12.3333
Prästkvarn, Mariestads|58.65|13.7333
Prästkila, Gullspångs|58.8667|14.1667
Prästhökesäter, Dals-Ed|58.85|11.8831
Prästhög, Arvika|59.5667|12.75
Prästhamna, Kils|59.65|13.2833
Prästgården, Melleruds|58.5667|12.4831
Prästbol, Hagfors|59.9331|13.6331
Prästbol, Sunne|59.7333|13.2
Prästbol, Kils|59.5167|13.2333
Prästbodarna, Bergs|62.8667|13.7
Prästbodarna, Älvdalens|61.3997|13.9331
Posseg, Vara|58.3667|12.8667
Portnär, Sunne|59.9333|12.8833
Portila, Grums|59.4167|13.1167
Portbron, Storumans|65.7833|15.1
Popetorp, Sunne|60.0667|12.6667
Pölsebo, Göteborgs stad|57.7|11.9
Plintsberg, Leksands|60.8167|15.0333
Plantbygget, Älvdalens|61.6831|13.4
Pixbo, Härryda|57.65|12.0833
Pilgrimstad, Bräcke|62.9554|15.0439
Pikstad, Årjängs|59.5333|11.95
Piertinjaure, Jokkmokks|66.6|19.1167
Peuraure, Jokkmokks|66.8159|17.8735
Perstorp, Forshaga|59.6333|13.5333
Perserud, Arvika|59.7167|12.65
Persbyn, Åmåls|59.1167|12.6333
Persby, Torsby|60.1667|13.0167
Persby, Sunne|59.8|13.2
Persby, Sunne|59.6667|13.1333
Persbol, Kristinehamns|59.0667|14.2833
Persbo, Ludvika|60.2032|15.2208
Persberg, Filipstads|59.75|14.25
Persåsen, Bergs|62.9|14.3
Pers|61.5833|14.1833
Penningeberget, Ljusnarsbergs|60.0167|15.0667
Påverås, Falköpings|58.1833|13.4833
Påterud, Eda|59.75|12.05
Partille|57.7395|12.1064
Parka, Arjeplogs|66.7872|17.5404
Paradisvallen, Bergs|62.6333|14.4667
Paradiset, Nora|59.6667|14.8
Pantsartorp, Hällefors|59.9667|14.5167
Pålstad, Kils|59.5667|13.2331
Pålsbodarna, Härjedalens|61.95|14.6167
Palleråsen, Östersunds|63.2833|14.9167
Pålbön, Melleruds|58.6667|12.4333
Palahöjden, Ludvika|60.05|14.6833
Packebyn, Åmåls|59.1167|12.6667
Öxnered, Vänersborgs|58.3617|12.2775
Öxnäs, Göteborgs stad|57.8|11.8833
Oxevik, Uddevalla|58.2667|11.5167
Öxeryd, Lerums|57.7362|12.2788
Oxböle, Krokoms|63.5667|13.9167
Oxberg, Mora|61.1167|14.1667
Övre Värnäs, Torsby|60.4333|13.2333
Övre Ullerud, Forshaga|59.6833|13.4667
Övre Tun, Tanums|58.5167|11.3
Övre Malgonäs, Vilhelmina|64.6833|16.3167
Övre Måläng, Östersunds|63.05|14.5667
Övre Lofterud, Säffle|59.3667|12.5
Övre Lid, Hagfors|59.9167|13.6667
Övre Konäs, Åre|63.5833|13.0833
Övre Kile, Strömstads|58.8833|11.0333
Övre Jordala, Alingsås|58.1667|12.55
Övre Högstad, Strömstads|58.95|11.3
Övre Heden, Leksands|60.6667|15.0833
Övre Härjåstugan, Härjedalens|61.7997|13.7167
Övre Hån, Årjängs|59.5|11.7833
Övre Gudhem, Färgelanda|58.6167|12.05
Övre Gärdsjö, Rättviks|60.9333|15.2333
Övre Fjäll, Arvika|59.7833|12.7333
Övre Fillingen, Bengtsfors|59.0667|12.1167
Övre Bondestad, Kils|59.6167|13.2167
Övre Boda, Leksands|60.7833|15.0333
Övre Björknäs, Storumans|65.65|15.2333
Övre Älgestad, Eda|59.7833|12.15
Övra Rud, Arvika|59.5667|12.5333
Övra Kallsäter, Skövde|58.5|14.05
Övra Bräcke, Uddevalla|58.3384|12.1003
Övra, Sollefteå|63.95|16.7833
Oviken, Bergs|62.9833|14.4
Överud, Grums|59.3833|12.9833
Övertorp, Skövde|58.5049|13.8068
Översidan, Bengtsfors|59.0333|12.3333
Tjievlle, Arjeplogs|66.4374|17.7277
Övermo, Leksands|60.7265|15.0126
Överhogdal, Härjedalens|62.2833|14.8167
Överhallen, Åre|63.1833|14.0167
Övergården, Säffle|59.0667|13.1
Överbyn, Östersunds|63.0833|14.75
Överbyn, Torsby|60.2833|13.0333
Överby, Strömstads|58.85|11.25
Överby, Trollhättan|58.3167|12.3167
Överborg, Vansbro|60.4833|14.4833
Överbo, Ovanåkers|61.4167|15.4833
Överberga, Hagfors|60.1|13.55
Överberg, Härjedalens|62.0667|14.2833
Överbacka, Gagnefs|60.5667|15.1
Överäng, Åre|63.7833|13.0667
Överammer, Ragunda|63.2167|15.9667
Ovanmyra, Rättviks|61|15.2167
Ovanmo, Sollefteå|63.5167|16.4667
Ovanheden, Vansbro|60.4833|14
Öttum, Vara|58.3167|13.2167
Ottsjön, Krokoms|63.75|14.85
Ottsjö, Åre|63.2167|13.05
Otterstad, Lidköpings|58.6497|13.1667
Otterberget, Gullspångs|58.9167|14.2833
Otterbäcken, Gullspångs|58.95|14.0333
Otterbäcken, Laxå|58.9333|14.3333
Ottebol, Arvika|59.7167|12.4333
Osvallen, Bergs|62.8|12.9333
Östvallarna, Härjedalens|62.35|13.3167
Östtorp, Skara|58.3167|13.3
Östra Viker, Årjängs|59.4|11.9
Östra Vässby, Melleruds|58.7167|12.45
Östra Vålådalen, Åre|63.1667|13.05
Östra Utsjö, Malung-Sälens|60.65|13.7333
Östra Uggelsäter, Säffle|59.1167|13.0333
Östra Trättlanda, Årjängs|59.2833|12.05
Östra Tåsjö, Strömsunds|64.2|15.9833
Östra Tandö, Malung-Sälens|60.85|13.4167
Östra Takene, Arvika|59.6667|13.0167
Östra Takene, Hammarö|59.2667|13.5
Östra Takene, Säffle|59.1833|12.9
Östra Sunnäs, Kristinehamns|59.3333|14.0167
Östra Sund, Arvika|59.6333|12.5833
Östra Storbyn, Mora|61.1167|14.4833
Östra Stigen, Färgelanda|58.5667|12.0667
Östra Stackmora, Orsa|61.1333|14.6833
Östra Smedbyn, Säffle|59.2333|12.7333
Östra Slätten, Vansbro|60.3|14.1833
Östra Skyberg, Arvika|59.6333|12.4667
Östra Sjögar, Åmåls|58.95|12.6333
Östra Sälboda, Arvika|59.75|12.55
Östra Rud, Arvika|59.5167|12.7667
Östra Rönnäs, Leksands|60.7|15.1333
Östra Ormsjö, Dorotea|64.4|16.0833
Östra Öje, Malung-Sälens|60.8167|13.8667
Östra Ofors, Malung-Sälens|60.85|13.4167
Östra Ödetorp, Melleruds|58.6333|12.6167
Östra Odensala, Östersunds|63.1552|14.7002
Östra Nornäs, Älvdalens|61.4333|13.2667
Östra Näsberget|60.4333|13.5167
Östra Malmagen, Härjedalens|62.5833|12.2
Östra Lövåsen, Sunne|59.9833|13.2833
Öre Löberg, Mora|60.8|14.5667
Östra Lillmon, Malung-Sälens|60.8667|13.4167
Östra Knyttkärr, Åmåls|59.0167|12.7
Östra Kjoland, Åre|63.5833|12.8333
Östra Kårud, Sunne|59.9667|13.15
Östra Kälen, Krokoms|63.3167|14.3833
Östra Ingersby, Sunne|59.8|13.1833
Östra Hungvik, Arvika|59.5833|12.7
Östra Hovlanda, Hammarö|59.3167|13.5333
Östra Hindalebyn, Dals-Ed|58.8833|11.9833
Östra Havsnäs, Strömsunds|64.1|15.8833
Östra Grunuberg, Orsa|61.1|14.8667
Östra Gottbol, Kristinehamns|59.0667|14.3
Östra Glänne, Kils|59.5833|13.1833
Östra Furtan, Arvika|59.65|12.7667
Östra Fösked, Arvika|59.6667|12.8333
Östra Fors, Malung-Sälens|60.7333|13.5667
Östra Flybo, Vänersborgs|58.4333|12.3
Östra Flogned, Eda|59.7667|12.2667
Östra Fågelvik, Karlstads|59.4167|13.7331
Östra Eggvena, Herrljunga|58.0833|12.8833
Östra Byn, Åmåls|59.1167|12.6333
Östra Brattmon, Krokoms|63.6167|14.0833
Östra Born, Vansbro|60.4833|14.0333
Östra Bön, Årjängs|59.5167|11.8333
Östra Boda, Eda|59.7333|12.2
Östra Boda, Årjängs|59.3667|12.3833
Östra Bjurvik, Kristinehamns|59.0667|14.2
Östra Berga, Sunne|60.0174|13.1298
Östra Anvågen, Krokoms|63.6333|14
Östra Acksjön, Karlstads|59.65|13.75
Östorp, Vara|58.25|13.05
Östorp, Essunga|58.2167|12.7
Östomsjön, Älvdalens|61.7|13.2
Östnor, Mora|61.0333|14.4833
Östnår, Bergs|62.9|14.5167
Östmarken, Kils|59.6331|13.0667
Östmark, Torsby|60.2833|12.75
Östmansby, Sunne|59.7|13.2331
Östitorpen, Åre|63.4667|13.1667
Östibyn, Strömsunds|64.1833|15.9667
Österviksfall, Malung-Sälens|60.2667|13.9
Östervik, Filipstads|60.0333|14.15
Östervigge, Bergs|62.8167|14.4
Österulvsås, Krokoms|63.4833|14.3167
Öster-Svartåsen, Bergs|62.7833|14
Östersund, Östersunds|63.1792|14.6357
Österskucku, Bergs|62.7667|14.5167
Östersidan, Lysekils|58.25|11.4667
Östersbyn, Åmåls|58.9667|12.5
Öster-Rudsjön, Strömsunds|63.85|16.0833
Österplana, Götene|58.5667|13.4167
Österod, Herrljunga|57.95|13.2
Östermyckeläng, Älvdalens|61.2167|14.05
Öster-Karbäcken, Strömsunds|64.3|15.75
Österkälen, Strömsunds|63.9167|15.7167
Österhållan, Härjedalens|62.1831|14.4331
Östergrav, Rättviks|60.8333|15.1333
Östergärde, Göteborgs stad|57.75|11.8667
Öster-Galåbodarna, Bergs|62.75|13.95
Österfors, Gagnefs|60.6|15.0167
Österböle, Östersunds|63.0167|14.95
Österbo, Ljusnarsbergs|59.8333|15.0333
Österbitterna, Vara|58.1333|13
Österbacken, Bergs|63.0167|14.35
Österåsen, Strömsunds|63.8167|15.95
Österåsen, Östersunds|63.4|14.95
Österåsen, Bergs|63.0167|14.2833
Österåsen, Bergs|62.65|14.35
Österäng, Lidköpings|58.5|13.1
Östentorp, Ale|58.05|12.2667
Östensby, Säffle|59.2167|12.75
Östegård, Årjängs|59.5333|11.85
Östebo, Melleruds|58.8167|12.4333
Östbyn, Bräcke|62.9833|15.4
Östby, Åmåls|59.0833|12.7167
Östby, Färgelanda|58.6667|11.9667
Östby, Lidköpings|58.4667|13.15
Östbodarna, Bergs|62.5167|14.3667
Östbjörka, Rättviks|60.9667|15.1333
Östbergsbodarna, Bergs|62.6333|14.6167
Östberg, Bergs|62.7755|14.4631
Östbacken, Krokoms|63.4|13.8
Östanvik, Rättviks|61.1667|15.2167
Östansjön, Strömsunds|64.15|16.2833
Östansjö, Arjeplogs|66.0919|17.5228
Östansjö, Härjedalens|62.1667|14.95
Östansjö, Härjedalens|61.8|14.15
Östansjö, Rättviks|61.15|15.1833
Östanmor, Leksands|60.65|14.9167
Östanlid, Lidköpings|58.5833|13.15
Östanhol, Leksands|60.8333|15.0167
Östanbjörke, Sunne|59.9167|13.2333
Östanbjörka, Ludvika|60.2667|15.0167
Östanås, Sunne|59.8167|13.2
Östanå, Torsby|60.1333|12.75
Östad Säteri, Alingsås|57.95|12.4
Östadkulle, Vårgårda|58.0213|12.6413
Östad, Vårgårda|58.0167|12.6167
Östad, Lerums|57.9252|12.3593
Osmundsberg, Rättviks|61.05|15.2
Ösjö, Bräcke|62.8667|15.1667
Osele, Sollefteå|63.65|16.7667
Osebol, Torsby|60.4|13.2667
Ösan, Bengtsfors|58.9831|12.2667
Ösa, Krokoms|63.25|14.5333
Örviken, Malung-Sälens|60.9167|13
Örum, Herrljunga|57.9667|13.2
Örud, Säffle|59.1|13.1667
Örtjärnshöjden, Torsby|60.1667|12.7333
Örtjärn, Ludvika|60.0833|14.9167
Örtenästorp, Karlstads|59.7|13.6833
Örtenäs, Karlstads|59.7|13.65
Örslösa, Lidköpings|58.5082|13.0026
Örskogen, Vansbro|60.35|14.2
Örsjön, Malung-Sälens|61.0577|12.8719
Örsjöbergssätern, Malung-Sälens|60.9167|13.2
Orsbyn, Bengtsfors|59.0833|12.15
Orsbyn, Bengtsfors|58.8831|12.1331
Orsbleck, Orsa|61.1333|14.7
Örsåsen, Malung-Sälens|60.6497|13.8667
Orsala, Vansbro|60.4|14.4667
Orsa|61.1203|14.6155
Orrviken, Östersunds|63.104|14.4439
Orrskäret, Bräcke|62.8|15
Orrnäs, Strömsunds|63.95|16.3333
Orrmyrheden, Malung-Sälens|60.6833|13.7333
Orrmo, Härjedalens|61.8333|14.1333
Orretorp, Forshaga|59.5667|13.4331
Orreslätt, Lidköpings|58.3833|12.95
Aleldis, Arjeplogs|66.6092|17.5287
Ornunga, Vårgårda|57.9667|12.9
Örnäsudden, Sorsele|65.6026|17.4424
Örn, Sotenäs|58.3833|11.3167
Örling, Filipstads|59.8833|14.4
Örlanda, Borås|57.8667|13.0333
Örgryte, Göteborgs stad|57.6969|12.0044
Orevallen, Älvdalens|61.6167|13.05
Örebäcken, Älvdalens|61.75|12.9667
Örbäck, Sunne|59.7833|13.1667
Öravattnet, Ragunda|63.35|15.5833
Öra, Herrljunga|57.9833|13.3333
Optand, Östersunds|63.1167|14.7833
Opsaheden, Vansbro|60.4667|13.9833
Oppdalsvallen, Åre|63.2667|12.4
Oppbodarna, Bergs|62.55|14.3
Ope, Östersunds|63.1333|14.75
Önsved, Östersunds|63.0833|14.4333
Önsta, Åre|63.0833|14.3
Önsjön, Krokoms|63.2667|14.6833
Onsjö, Vara|58.1833|13.1167
Önnerudstorp, Karlstads|59.4|13.3833
Önnerud, Karlstads|59.4|13.3833
Önneröd, Tjörns|58.05|11.5333
Önneröd, Kungälvs|57.85|11.8333
Önnered, Göteborgs stad|57.6408|11.8794
Önneby, Torsby|60.15|13.0333
Önne, Munkedals|58.7|11.7833
Önne, Färgelanda|58.6167|11.9167
Önne, Orust|58.2|11.7167
Önhön, Krokoms|63.5333|13.9
Önet, Krokoms|63.5167|13.8833
Önet, Krokoms|63.3333|14.25
Öndered, Borås|57.75|12.8333
Önaholm, Säffle|59.0667|12.8167
Önafors, Vänersborgs|58.355|12.3668
Öna, Mora|61.0167|14.5167
Öna, Arvika|59.75|12.4
Öna, Karlstads|59.45|13.95
Ön, Strömsunds|63.8833|15.45
Omsjön, Filipstads|60.1|14.2
Öm, Skövde|58.3833|13.9
Olsnäs, Leksands|60.7833|14.7667
Olskroken, Göteborgs stad|57.7167|12
Olsjön, Ludvika|60.15|14.8833
Olsfors, Borås|57.6911|12.6979
Ölserud, Kils|59.5667|13
Ölserud, Säffle|59.0333|13.1667
Ölsdalen, Degerfors|59.25|14.5331
Olsby, Tjörns|57.9641|11.6397
Olsäter, Forshaga|59.7167|13.4833
Olofstorp, Vårgårda|58.0167|12.65
Olofstorp, Göteborgs stad|57.8044|12.1713
Olofsered, Alingsås|57.7833|12.5
Olofsberg, Göteborgs stad|57.8|12.2
Olofassmundstorp, Götene|58.6|13.5833
Ölmskog, Karlstads|59.432|13.9322
Södra Ölmhult, Karlstads|59.5|13.9331
Ölmheden, Arvika|59.4333|12.4333
Ölme, Kristinehamns|59.3627|14.01
Ollsta, Östersunds|63.4333|15.1167
Ollebacken|63.6|15.05
Ol-Jonstorpet, Härjedalens|62.0167|14.35
Oljonsbyn, Orsa|61.1|14.65
Olingskog, Härjedalens|61.6167|14.1831
Olingdal, Härjedalens|61.8667|14.2667
Ol-Hansblästan, Älvdalens|61.75|13.2
Olerud, Eda|59.8167|12.0167
Olebyn, Arvika|59.7167|12.45
Olebyn, Säffle|59.2667|12.65
Oleby, Torsby|60.1338|13.0381
Olden, Krokoms|63.6833|13.6333
Ölanda, Herrljunga|58.05|13.1167
Ölanda, Ale|57.9333|12.1833
Ökne, Säffle|59.2833|12.7667
Öken, Säffle|59.0833|12.9833
Öjvassla, Älvdalens|61.8333|13.2333
Öjs-Lyberget, Malung-Sälens|60.8331|13.7
Öjingsvallen, Härjedalens|61.9331|14.9331
Öjerud, Arvika|59.7333|12.6333
Öjersjö, Partille|57.6988|12.1345
Öjersbyn, Årjängs|59.45|11.8
Öjenäs, Hagfors|60.1167|13.5333
Öjenäs, Sunne|59.9833|13.1333
Öjenäs, Eda|59.8167|12.45
Öjenäs, Kils|59.5|13.4
Öjelunda, Ulricehamns|57.95|13.3833
Öje, Malung-Sälens|60.8167|13.85
Öjarn, Strömsunds|63.95|15.0833
Öja, Rättviks|60.9167|14.9833
Öja, Skövde|58.5667|13.9333
Öja, Falköpings|58.25|13.6833
Ogviken, Mora|60.8667|13.9831
Öguvallen, Älvdalens|61.7831|13.0167
Öglunda, Skara|58.4333|13.6833
Oforsen, Filipstads|60.1|14.1167
Offne, Åre|63.3|14.0333
Offerdal, Krokoms|63.45|13.9833
Öfalla, Karlskoga|59.4|14.6333
Ödsmål, Tanums|58.7167|11.4833
Ödsmål, Stenungsunds|58.1|11.85
Ödsmål, Kungälvs|57.9167|11.8
Ödsgårdsmon, Sollefteå|63.3833|16.55
Ödsgård, Sollefteå|63.4|16.55
Odenslunda, Skövde|58.5667|13.9833
Odenslund, Östersunds|63.1667|14.65
Odensberg, Falköpings|58.1542|13.4412
Odensåker, Mariestads|58.55|13.8833
Ödenäs, Alingsås|57.8167|12.55
Ödebyn, Säffle|59.2167|12.5
Ödebyn, Dals-Ed|58.9|11.9
Ödeborg, Färgelanda|58.5451|11.9746
Öd, Östersunds|63.1167|14.7
Od, Herrljunga|57.95|13.1833
Ocksjön, Bräcke|62.6167|14.95
Öckerö|57.7081|11.6558
Ocke, Åre|63.2833|13.7333
Öbyn, Årjängs|59.2833|11.9833
Nyvik, Krokoms|63.3167|14.6167
Nyvallen, Bergs|62.8833|12.7333
Nyvallen, Härjedalens|62.3|13.5667
Nyttorp, Nora|59.4667|14.7333
Nytorp, Åre|63.2667|13.9
Nytorp, Hällefors|59.8|14.6
Nysätersvallen, Älvdalens|61.8667|13.25
Nysäternvallen, Älvdalens|61.6497|12.7831
Nysätern, Härjedalens|62.5833|13.35
Nysätern, Härjedalens|62.2667|13.4333
Nysätern, Älvdalens|61.5497|13.2167
Nysäter, Karlskoga|59.3833|14.4833
Nysäter, Säffle|59.3|12.7667
Nysäl, Gagnefs|60.5167|15.0333
Nynäs, Kristinehamns|59.1|14.05
Nyluspen, Vilhelmina|64.8667|16.7333
Nyland, Strömsunds|63.7|15.15
Nyland, Åre|63.3167|13.3667
Nyland, Krokoms|63.2833|14.45
Nykroppa, Filipstads|59.6227|14.3031
Nyhyttan, Filipstads|59.7167|14.2333
Nyhyttan, Nora|59.6667|14.8
Nyhem, Strömsunds|64.5667|15.0833
Nyhamn, Strömsunds|64.1|15.8167
Nyhammar, Ludvika|60.2833|14.9667
Nygård, Karlstads|59.55|13.9667
Nygård, Åmåls|58.95|12.6331
Nygård, Tanums|58.8|11.4167
Nygård, Lilla Edets|58.0573|12.2115
Nycklebyn, Färgelanda|58.7|11.9833
Nyckleby, Trollhättan|58.1667|12.2833
Nyckelby, Forshaga|59.6833|13.45
Nybyn, Åre|63.2667|13.6333
Nybygget, Kristinehamns|59.3833|14.1167
Nybygget, Lidköpings|58.4667|13.0833
Nyby, Östersunds|63.3333|15.1833
Nybolet, Älvdalens|61.2167|14.1831
Nybölet, Grästorps|58.3667|12.6167
Nybofjäll, Vansbro|60.2833|13.9667
Nybodarna, Härjedalens|62.2167|14.0167
Nybodarna, Härjedalens|62.0667|14.85
Nybodarna, Härjedalens|61.8831|13.9331
Nybingsbo, Leksands|60.75|14.7333
Nyberget, Lindesbergs|59.75|14.9833
Nybble, Kristinehamns|59.1|14.1667
Nybacka, Karlstads|59.5772|13.6479
Nybacka, Forshaga|59.5667|13.4333
Nybäck, Sollefteå|63.9167|16.8
Nya Vasselvallen, Älvdalens|61.85|13.2831
Nya Långenäs, Härryda|57.6559|12.165
Nyåkern, Vansbro|60.4833|14
Nya Bruket, Bengtsfors|58.8|12.15
Nussviken, Arvika|59.5833|12.8667
Nusnäs, Mora|60.9667|14.6333
Nurrholm, Arjeplogs|65.9379|17.7658
Nuolpen, Sorsele|65.9833|15.9
Nunntorp, Vänersborgs|58.5331|12.3167
Nunnestad, Gullspångs|59|14.0833
Nötskär, Orust|58.1167|11.5667
Nötsäter, Tjörns|57.9833|11.55
Notbindaretorp, Hällefors|59.6667|14.5667
Nösund, Orust|58.1|11.5167
Nossebro, Essunga|58.1881|12.716
Norstorp, Hällefors|59.6833|14.5833
Norstorp, Nora|59.6667|14.8333
Norsesund, Lerums|57.864|12.4416
Norsbron, Karlstads|59.4|13.2333
Norsån, Ludvika|60.2333|14.8667
Norrvik, Krokoms|63.9333|14.2167
Norrvik, Ludvika|60.2167|15.1
Norrskog, Leksands|60.7333|14.7667
Norrsjö, Strömsunds|64.5667|15.3333
Norrsele, Sorsele|65.5772|17.4758
Norrnäs, Strömsunds|63.9333|16.3333
Norrnäs, Sollefteå|63.4167|16.55
Norr-Hede, Härjedalens|62.4245|13.529
Norrgårdssälen, Mora|60.9667|13.7167
Norredsta|63.7167|16.4167
Norrbysjön, Leksands|60.6667|14.8
Norrbyn, Ljusdals|61.7333|15.2
Norrbygden, Strömsunds|64.35|15.8833
Norrby, Strömsunds|64.4333|15.6
Norrby, Strömsunds|63.7167|16.15
Norrboholm, Sollefteå|63.5|16.5
Norrboda, Rättviks|61.1167|15.2333
Norrbo, Ludvika|60.2756|14.9529
Norrberg, Storumans|65.0667|16.9167
Norrbäck, Vilhelmina|64.9167|16.8833
Norra Volgsjöfors, Vilhelmina|64.55|16.75
Norra Ving, Skara|58.3833|13.5667
Norra Viker, Årjängs|59.3|11.9167
Norra Vike, Krokoms|63.25|14.4667
Norra Västerrottna, Sunne|59.8667|12.9333
Norra Västansjö, Ludvika|60.25|14.95
Norra Väsby, Hagfors|59.9|13.6833
Norra Utmeland, Mora|61|14.5333
Norra Undersbol, Kristinehamns|59.0833|14.2833
Norra Ugglebol, Kristinehamns|59.0667|14.2333
Norra Troneberg, Vänersborgs|58.5167|12.4
Norra Tresund, Vilhelmina|64.8833|16.5833
Norra Torp, Torsby|60.3333|13.3667
Norra Torp, Säffle|59.0667|13.0667
Norra Torp|59|14.2
Norra Törne, Karlstads|59.4|13.2333
Norra Timmervik, Vänersborgs|58.4833|12.3833
Norra Tansbodarna, Gagnefs|60.4167|14.9833
Norra Ström, Årjängs|59.4667|12.15
Norra Storvattnet, Strömsunds|64.45|14.4
